CAMPUS,CAMPNAME,DISTRICT,DISTNAME,CNTYNAME,COUNTY,REGION,CFLCHART,CFLALTED,PAIRNAME,PAIRCAMP,GRDTYPE,GRDSPAN
"'015834006","BASIS SAN ANTONIO - JACK LEWIS JR CAMPUS","'015834","BASIS TEXAS","BEXAR","'015","'20","Y","N"," "," ","M","'06 - 06"
"'015834101","BASIS SAN ANTONIO PRI- MEDICAL CENTER CAMPUS","'015834","BASIS TEXAS","BEXAR","'015","'20","Y","N"," "," ","E","'KG - 05"
"'015834102","BASIS AUSTIN PRI","'015834","BASIS TEXAS","BEXAR","'015","'20","Y","N"," "," ","E","'KG - 02"
"'015834103","BASIS SAN ANTONIO PRI - NORTHEAST CAMPUS","'015834","BASIS TEXAS","BEXAR","'015","'20","Y","N"," "," ","E","'KG - 04"
"'015834104","BASIS BENBROOK","'015834","BASIS TEXAS","BEXAR","'015","'20","Y","N"," "," ","E","'KG - 05"
"'015834105","BASIS PFLUGERVILLE PRI","'015834","BASIS TEXAS","BEXAR","'015","'20","Y","N"," "," ","E","'KG - 05"
"'015834106","BASIS SAN ANTONIO PRI - JACK LEWIS JR CAMPUS","'015834","BASIS TEXAS","BEXAR","'015","'20","Y","N"," "," ","E","'KG - 05"
"'015835001","GREAT HEARTS MONTE VISTA","'015835","GREAT HEARTS TEXAS","BEXAR","'015","'20","Y","N"," "," ","E","'KG - 05"
"'015835002","GREAT HEARTS MONTE VISTA NORTH","'015835","GREAT HEARTS TEXAS","BEXAR","'015","'20","Y","N"," "," ","B","'06 - 12"
"'015835003","GREAT HEARTS NORTHERN OAKS","'015835","GREAT HEARTS TEXAS","BEXAR","'015","'20","Y","N"," "," ","B","'KG - 12"
"'015835004","GREAT HEARTS IRVING","'015835","GREAT HEARTS TEXAS","BEXAR","'015","'20","Y","N"," "," ","E","'KG - 05"
"'015835005","GREAT HEARTS WESTERN HILLS","'015835","GREAT HEARTS TEXAS","BEXAR","'015","'20","Y","N"," "," ","B","'KG - 09"
