CAMPUS,CAMPNAME,CPSAMIFC,CPSAMIFP,CPSATOFC,CPSBTOFC,CPSBTOPC,CPSETOFC,CPSETOFP,CPSHEXPA,CPSHTENA,CPSLEXPA,CPSLTENA,CPSOTOFC,CPSPTOFC,CPSPTOFP,CPSRTOFC,CPSRTOPC,CPSSTOFC,CPSSTOFP,CPSSTOSA,CPST00FC,CPST00FP,CPST00SA,CPST01FC,CPST01FP,CPST01SA,CPST06FC,CPST06FP,CPST06SA,CPST11FC,CPST11FP,CPST11SA,CPST21FC,CPST21FP,CPST21SA,CPST30FC,CPST30FP,CPST30SA,CPSTASFC,CPSTASFP,CPSTBAFC,CPSTBAFP,CPSTBIFC,CPSTBIFP,CPSTBLFC,CPSTBLFP,CPSTCOFC,CPSTCOFP,CPSTEXPA,CPSTFEFC,CPSTFEFP,CPSTGIFC,CPSTGIFP,CPSTHIFC,CPSTHIFP,CPSTINFC,CPSTINFP,CPSTKIDR,CPSTMAFC,CPSTMAFP,CPSTMSFC,CPSTMSFP,CPSTNOFC,CPSTNOFP,CPSTOPFC,CPSTOPFP,CPSTPHFC,CPSTPHFP,CPSTPIFC,CPSTPIFP,CPSTREFC,CPSTREFP,CPSTSPFC,CPSTSPFP,CPSTTENA,CPSTTOFC,CPSTTOFP,CPSTTOSA,CPSTTWFC,CPSTTWFP,CPSTVOFC,CPSTVOFP,CPSTWHFC,CPSTWHFP,CPSUTOFC,CPSUTOFP,CPSUTOSA,DISTNAME
"'091906042","PINER MIDDLE",25.7,31.1,82.5,0,1,12.6,15.3,10,10,2.7,1.7,0,69.9,84.7,2,0,4,4.8,82690,9,14.5,55039,14.1,22.7,56060,17.8,28.9,58306,15.2,24.6,61099,4.5,7.3,65478,1.2,1.9,68049,1,1.6,44.1,71.3,0.9,1.4,3.8,6.2,0,0,9.6,37.4,60.5,4.6,7.4,10.8,17.5,2,3.2,13.2,24.4,39.5,17.5,28.4,0,0,0,0,0.2,0.3,0,0,40,64.7,14.5,23.5,5.5,61.8,74.9,58721,2,3.2,1.8,3,42.2,68.2,4.1,5,65633,"SHERMAN ISD"
"'091906043","SHERMAN MIDDLE",16.4,20.6,79.5,0,1,9,11.3,3,1,1.7,1.7,0,70.6,88.7,3,0,3.1,3.9,85457,15.5,24.7,52550,10.1,16.2,55757,11.1,17.8,58243,14.4,22.9,61185,9.4,15,66623,2.2,3.5,71888,0,0,45.5,72.6,0,0,8,12.8,0,0,10.2,35.9,57.3,6.2,10,4.4,7,1,1.6,13,26.8,42.7,17,27.1,0,0,0.1,0.2,0.2,0.4,0,0,41.5,66.2,13.5,21.6,5.8,62.7,78.8,58832,4,6.4,1.3,2.1,45.3,72.3,4.8,6,67812,"SHERMAN ISD"
"'091906100","PERRIN EARLY CHILDHOOD CENTER",2,13.3,15,0,0,1,6.7,0,0,0,0,0,14,93.3,0,0,0,0,.,2,14.3,54000,4,28.6,54638,4,28.6,58425,4,28.6,61700,0,0,.,0,0,.,0,0,12,85.7,0,0,0,0,6,42.9,7.9,13,92.9,0,0,2,14.3,0,0,11.2,1,7.1,2,14.3,0,0,0,0,0,0,0,0,5,35.7,3,21.4,5.4,14,93.3,57647,0,0,0,0,12,85.7,0,0,.,"SHERMAN ISD"
"'091906101","FRED DOUGLASS EARLY CHILDHOOD CENTER",16,43.1,37.1,0,0,16.6,44.9,11,11,0,0,0,20.5,55.1,1,0,1,2.7,103998,3,17.2,54150,5,28.6,54931,4.5,25.5,57175,4,22.9,60225,0,0,.,1,5.7,66250,0,0,15,85.9,0,0,0,0,11,63,7.7,15.5,88.5,0,0,7,40.1,0,0,11.2,2,11.5,2.5,14.1,0,0,0,0,0,0,0,0,6.5,37,0,0,5.4,17.5,47.1,57231,0,0,0,0,10.5,59.9,2,5.4,63909,"SHERMAN ISD"
"'091906104","CRUTCHFIELD EL",12,30.8,39,0,0,5,12.8,4,4,15,5,0,34,87.2,1,0,2,5.1,85521,5,16.1,54090,6.1,19.7,55772,5,16.1,57390,5.9,19,60760,8,25.8,64888,1,3.2,64250,0,0,23.1,74.5,0.7,2.1,0,0,0,0,12.2,30,96.8,0,0,9,29,0,0,13,1,3.2,7.9,25.5,0,0,0,0,0,0,0,0,28.7,92.4,1.7,5.4,8.4,31,79.5,59336,0,0,0,0,22,71,1,2.6,62250,"SHERMAN ISD"
"'091906105","FAIRVIEW EL",5,13.5,37,0,0,6,16.2,3,3,1,1,0,31,83.8,1,0,2,5.4,80149,2,7.1,54225,9,32.1,52169,8,28.6,57725,6,21.4,60367,1,3.6,64750,2,7.1,67378,0,0,15,53.6,0,0,1,3.6,0,0,9.9,24,85.7,0,0,1,3.6,0,0,10.4,4,14.3,13,46.4,0,0,0,0,0,0,0,0,25.7,91.7,2.3,8.3,5.9,28,75.7,57195,1,3.6,0,0,25,89.3,1,2.7,72053,"SHERMAN ISD"
"'091906108","WAKEFIELD EL",8.8,25.2,34.8,0,0,4.8,13.7,11,8,3,3,0,30,86.3,1,0,2,5.8,86296,7,25.9,48721,7,25.9,54679,6,22.2,50453,1.5,5.6,60384,4.5,16.7,65357,1,3.7,71904,0,0,22,81.5,0,0,4,14.8,0,0,8.7,26,96.3,0,0,1,3.7,0,0,12,1,3.7,5,18.5,0,0,0,0,0,0,0,0,27,100,0,0,4.6,27,77.7,54929,0,0,0,0,22,81.5,1,2.9,69174,"SHERMAN ISD"
"'091906109","WASHINGTON EL",19.5,44.9,43.4,0,0,4.8,11,5,3,1,1,0,38.6,89,1,0,2,4.6,83958,6.7,18.9,49431,12,33.7,54871,3,8.4,56350,6.9,19.4,61356,7,19.6,65944,0,0,.,0,0,24.6,69.1,2.9,8.1,0.7,2.1,0,0,9.2,29.9,83.9,0,0,16,44.9,0,0,13.7,5.7,16.1,10,28.1,0,0,0,0,1,2.8,0,0,32.8,91.9,0,0,5.5,35.6,82.1,57398,0,0,0,0,18.9,53,1,2.3,68313,"SHERMAN ISD"
"'091906110","PERCY W NEBLETT EL",10,13.9,71.9,0,0,18.9,26.3,7,3,10,10,0,53,73.7,1,0,2,2.8,90580,7,14,45861,15,30,55301,10,20,56920,14,28,56633,2,4,65064,2,4,71241,0,0,41,82,0,0,1,2,0,0,9.1,46,92,0,0,3,6,0,0,11.1,4,8,9,18,0,0,0,0,0,0,0,0,46.5,93.1,3.5,6.9,5.9,50,69.6,55704,0,0,0,0,46,92,1,1.4,82680,"SHERMAN ISD"
"'091906111","HENRY W SORY EL",9,15.5,58,0,0,9,15.5,2,2,2,2,0,49,84.5,1,0,3,5.2,75710,5,11.1,54600,13,28.9,54889,8,17.8,56337,12,26.7,60916,5,11.1,65246,2,4.4,63700,0,0,41,91.1,0,0,0,0,0,0,10.3,43,95.6,0,0,3,6.7,2,4.4,12.1,2,4.4,4,8.9,0,0,0,0,0,0,0,0,41,91.1,4,8.9,5,45,77.6,58264,1,2.2,0,0,39,86.7,1,1.7,69193,"SHERMAN ISD"
"'091906112","DILLINGHAM EL",15,28.4,52.7,0,0,0,0,0,0,0,0,0,52.7,100,0,0,0,0,.,12,22.8,51362,15.7,29.8,52945,11,20.9,57523,9,17.1,57235,5,9.5,58112,0,0,.,1,1.9,38,72.1,2.4,4.6,0,0,0,0,7.5,50.7,96.2,0,0,14,26.6,0,0,15.8,2,3.8,14,26.6,0,0,0,0,0.7,1.4,0,0,45.5,86.2,4.9,9.2,6.1,52.7,100,54762,0,0,0,0,37.7,71.6,0,0,.,"SHERMAN ISD"
"'091907101","TIOGA SCHOOL",9,10.1,89.4,1,1,11,12.3,5,5,4,4,0,78.4,87.7,3,0,5,5.6,93262,7.1,11,49130,19.1,29.9,54885,4,6.3,49750,21,32.9,58994,8.3,13,66868,4.4,6.9,67491,0,0,45.6,71.3,0,0,4,6.3,3,4.7,11.4,50.4,79,0,0,0,0,0,0,11.2,13.4,21,18.3,28.7,0,0,0,0,0,0,0,0,53.1,83.1,3.2,5,4.8,63.9,71.4,57704,1,1.6,4.6,7.3,58.9,92.2,9.6,10.7,63426,"TIOGA ISD"
"'091908001","VAN ALSTYNE H S",3.6,6.5,55.6,1,0,1.8,3.3,3,1,9,1,0,53.8,96.7,2,0,3.2,5.8,78755,0.7,1.6,50488,4,9.1,53902,14.4,32.8,55536,19.4,44,57797,3,6.8,63500,2.5,5.7,65676,1,2.3,30.7,69.8,0.1,0.3,0,0,0,0,13.4,23.1,52.6,0.2,0.4,1.6,3.7,1,2.3,14.3,20.9,47.4,13.3,30.2,0,0,1.9,4.2,0,0,0,0,31.3,71.1,0.3,0.8,4.9,44,79.1,57421,1,2.3,10.2,23.2,39.4,89.5,6.6,11.9,54263,"VAN ALSTYNE ISD"
"'091908041","VAN ALSTYNE J H",2.4,4.8,49.6,0,0,7.4,14.8,5,5,3,3,0,42.2,85.2,1,0,3,6,75317,2,5.6,50000,8,22.4,50850,6.4,18,54016,12.8,35.8,58151,6,16.8,62833,0.5,1.4,64981,0,0,31.9,89.4,0.3,0.8,1,2.8,0,0,11.7,25.8,72.3,0,0,0.4,1.1,0,0,15.1,9.9,27.7,2.8,7.8,0,0,0.3,0.8,1,2.8,0,0,32.3,90.4,2.5,6.9,4.3,35.7,72.1,56197,1,2.8,0.4,1.1,33.4,93.3,3.5,7,56984,"VAN ALSTYNE ISD"
"'091908101","JOHN AND NELDA PARTIN EL",4,8.1,49.3,0,0,7.7,15.7,5,5,3,3,0,41.5,84.3,1,0,3,6.1,70108,5,13.7,50140,13,35.6,51123,8,21.9,54050,7.5,20.7,58555,3,8.2,62333,0,0,.,0,0,32.3,88.2,0.3,0.8,0,0,0,0,8.2,34.5,94.5,0.3,0.7,1,2.7,0,0,14,2,5.5,4.3,11.8,0,0,0,0,0,0,0,0,33,90.2,3,8.3,4.5,36.5,74.2,54084,0,0,0,0,35.5,97.3,2,4.1,59012,"VAN ALSTYNE ISD"
"'091908102","BOB AND LOLA SANFORD EL",2,3.9,50.7,0,0,7.8,15.4,8,2,2,1,0,42.9,84.6,1,0,3,5.9,70500,6.9,17.8,50698,13,33.4,50685,6,15.4,54133,8,20.5,59868,3,7.7,64133,2,5.1,65250,0,0,31.2,80.1,0.3,0.8,0,0,1,2.6,8.9,36.9,94.9,0.3,0.6,0,0,0,0,15.3,2,5.1,6.7,17.3,1,2.6,0,0,0,0,0,0,34.2,87.8,3.2,8.2,3.9,38.9,76.7,54888,0,0,0,0,38.9,100,1,2,58800,"VAN ALSTYNE ISD"
"'091909001","WHITESBORO H S",6.4,13.1,48.9,0,0,4.3,8.8,11,8,0,0,0,44.6,91.2,2,0,1,2,97900,6.5,16.5,47332,6.2,15.6,56257,6.6,16.6,54393,9.5,23.9,60261,7.4,18.6,63910,3.5,8.8,69962,0,0,24.4,61.7,0.1,0.3,1,2.5,0,0,12.8,20.9,52.7,0,0,1.9,4.9,2.5,6.3,11.4,18.7,47.3,14.6,36.9,0.6,1.4,2.1,5.2,0,0,0,0,27,68.1,0.7,1.7,8.2,39.6,81,58065,1.8,4.5,9.8,24.7,32.4,81.8,4,8.2,56476,"WHITESBORO ISD"
"'091909041","WHITESBORO MIDDLE",3.5,9.1,37.9,1,0,2.9,7.7,4,3,3,3,0,35,92.3,1,0,4,10.6,77850,4.8,17,52861,8.5,30.4,50808,4.2,15.1,47360,7.1,25.3,58720,2.4,8.7,63739,1,3.5,67148,0,0,22,78.4,0,0,1,3.5,0,0,9.3,17.2,61.3,0,0,1,3.5,0.5,1.8,14.6,10.9,38.7,6.1,21.6,0,0,0,0,0,0,0,0,24.5,87.4,1.5,5.2,6.4,28,74,54324,0.2,0.8,2.1,7.3,25.3,90.4,3,7.8,67984,"WHITESBORO ISD"
"'091909101","WHITESBORO INT",1,2.7,35.4,1,0,4.8,13.7,0,0,1,1,0,30.5,86.3,2,0,2,5.7,52785,1.9,8.6,51914,4.8,21.4,50931,5.8,25.7,52732,7.1,31.6,60004,1.9,8.6,63795,1,4.3,67149,0,0,19.7,87.2,0,0,0,0,0,0,11.4,21.7,95.7,0,0,1,4.3,0,0,17.1,1,4.3,2.9,12.8,0,0,0,0,0,0,0,0,21.7,95.7,1,4.3,6,22.6,64,56135,0,0,0,0,21.7,95.7,5.9,16.7,58043,"WHITESBORO ISD"
"'091909110","HAYES PRI",3.6,8.3,44.1,0,0,11.4,25.8,3,3,1,1,0,32.7,74.2,1,0,2,4.5,66925,0,0,.,5.8,21.7,49248,5.8,21.7,52691,8.3,31.2,59347,5.8,21.8,64306,1,3.6,67156,0,0,22.9,85.5,0,0,0,0,0,0,13.8,25.8,96.3,0,0,0,0,2,7.3,17.3,1,3.7,3.9,14.5,0,0,0,0,0,0,0,0,26.8,100,0,0,11,26.8,60.7,57075,0,0,0,0,24.8,92.7,3.9,8.9,61459,"WHITESBORO ISD"
"'091910001","WHITEWRIGHT H S",2.5,8.9,27.7,0,0,1,3.6,3,3,0,0,0,26.7,96.4,1,0,1,3.6,98133,1.4,5.5,46062,3.6,14.7,50493,3.8,15.3,50210,9.6,38.8,62659,5.4,21.7,65133,1,4,66000,0,0,19.3,78.2,0,0,0.7,2.7,0,0,12.8,15.7,63.7,0,0,0.8,3.2,0,0,8.9,9,36.3,5.1,20.5,0.3,1.3,2.5,10.2,0,0,0,0,12.7,51.4,3.3,13.4,5.9,24.7,89.2,58729,0,0,6.2,25,23.3,94.1,1,3.6,72075,"WHITEWRIGHT ISD"
"'091910041","WHITEWRIGHT MIDDLE",4.1,19.7,20.6,0,0,2.7,13,6,6,0,0,0,17.9,87,1,0,1,4.9,97437,0.9,5.4,43499,4.8,30.4,46984,0.7,4.7,49827,6.4,40.2,55649,3.1,19.2,62947,0,0,.,0,0,13.5,84.6,0,0,1.9,11.6,0,0,11.1,7.3,45.5,0,0,0.2,1.3,0,0,11.3,8.7,54.5,2.5,15.4,0,0,0,0,0,0,0,0,15.1,94.9,0.3,1.8,4.1,15.9,77.3,53486,0,0,0.5,3.4,13.9,87.1,1,4.9,68417,"WHITEWRIGHT ISD"
"'091910101","WHITEWRIGHT EL",2.5,8.1,30.7,0,0,3.7,12.1,1,1,1,1,0,27,87.9,1,0,2,6.5,73750,1.7,7.3,50058,8.8,36.5,45588,4.5,18.7,49078,3,12.5,55065,6,25,65533,0,0,.,0,0,21.5,89.6,1,4.2,1.5,6.2,2,8.3,10.6,23,95.8,0,0,0,0,0,0,16.2,1,4.2,2.5,10.4,0,0,0,0,0,0,0,0,20,83.3,1,4.2,5.6,24,78.1,52743,0,0,0,0,22.5,93.8,1,3.3,57959,"WHITEWRIGHT ISD"
"'091913001","POTTSBORO H S",3,6.8,44.2,0,0,5,11.3,3,1,4,4,0,39.2,88.7,1,1,2,4.5,84048,1.1,3.2,45500,5.2,14.8,51415,5.9,16.6,51187,14,39.6,59659,7.2,20.2,71703,2,5.7,63452,0,0,25.2,71.1,0,0,0,0,0,0,14.9,16.8,47.6,0,0,2,5.7,0,0,13.8,18.6,52.4,10.2,28.9,0,0,0,0,0,0,0,0,24.3,68.5,3.3,9.5,8,35.4,80.1,59239,1.9,5.4,7.8,22,31.5,88.9,1.8,4.1,57153,"POTTSBORO ISD"
"'091913041","POTTSBORO MIDDLE",5,12.7,39.3,0,0,5.7,14.5,2,2,2,2,0,33.6,85.5,1,0,1.9,4.8,73411,0.9,2.9,49500,4.5,15.1,49290,6.1,20.6,51014,12.2,41.1,56949,4.6,15.6,68152,1.4,4.6,63984,0,0,24.9,83.8,0,0,0,0,0,0,13.5,18.6,62.5,0,0,2,6.7,1,3.4,15.4,11.1,37.5,4.8,16.2,0,0,0,0,0,0,0,0,26.4,88.9,2.5,8.5,7.1,29.8,75.6,56420,1.1,3.6,0.8,2.6,25.7,86.3,2,5.1,48807,"POTTSBORO ISD"
"'091913101","POTTSBORO EL",0,0,58,0,0,16.3,28,1,1,1,1,0,41.8,72,1,0,2,3.4,65100,1,2.6,50630,9,23.5,47269,5,13.1,50522,13.5,35.2,57133,9.8,25.6,64598,0,0,.,0,0,26.5,69.3,0,0,0,0,2,5.2,13.1,36.9,96.3,0,0,0,0,0,0,14.1,1.4,3.7,11.8,30.7,0,0,0,0,0,0,0,0,34.3,89.5,2,5.2,8.9,38.3,65.9,55688,2,5.2,0,0,36.3,94.8,1.5,2.6,59404,"POTTSBORO ISD"
"'091914001","S AND S CONS H S",1.4,3.6,38.8,0,0,3,7.6,1,1,1,1,0,35.8,92.4,1,0,3.6,9.2,75580,0,0,.,3.2,10.3,49060,8.3,27,53251,12.4,40.5,61802,5.3,17.4,67856,1.5,4.8,69207,0,0,19.8,64.6,0,0,0.4,1.3,0.4,1.3,14.3,21.2,69.1,0,0,0,0,0,0,9.8,9.4,30.9,10.8,35.4,0,0,4.1,13.5,0,0,0,0,17.8,58.1,1.7,5.6,6.7,30.6,79,59587,0,0,6.6,21.5,30.2,98.7,1.6,4.1,82199,"S AND S CISD"
"'091914041","S AND S CONS MIDDLE",1,3.2,30.5,0,0,5.9,19.4,1,1,3,1,0,24.6,80.6,1,0,2,6.6,76171,0,0,.,5.7,27.2,49121,4.5,21.6,57663,5.7,27.6,61171,2.9,14.2,69282,2,9.4,68840,0,0,17.9,86,0,0,1,4.7,0.6,2.9,13.5,11.1,53.5,0.2,1.1,0,0,0,0,15,9.7,46.5,2.9,14,0,0,0.1,0.7,0,0,0,0,18.8,90.6,1,4.7,4.3,20.8,68.1,59003,0,0,0,0,19.8,95.3,1.8,5.9,61324,"S AND S CISD"
"'091914101","S AND S CONS EL",2,5,39.1,1,0,7.7,19.7,4,4,3,3,0,31.4,80.3,1,0,2,5.1,85304,1,3.7,46748,7.8,29.6,48181,3.9,14.8,50832,6.9,25.9,60875,5.9,22.2,63529,1,3.7,67246,1,3.7,24.5,92.6,0.2,0.8,0,0,7.4,28.1,12.7,25.5,96.3,0.1,0.5,0,0,0,0,12.5,1,3.7,2,7.4,0,0,0,0,0,0,0,0,17.7,66.9,1,3.7,4.7,26.5,67.6,55930,0,0,0,0,25.5,96.3,3,7.6,61708,"S AND S CISD"
"'091917001","GUNTER H S",4,10.5,38.2,0,0,0.9,2.4,2,1,5,1,0,37.3,97.6,0,2,2.6,6.7,96581,2,5.9,54640,7.1,21.5,56888,7.4,22.3,56685,12.8,38.8,63441,2.8,8.4,68610,1,3.1,72186,0,0,23,69.5,0,0,0,0,0,0,11.8,18.5,55.9,0,0,4,12.1,0,0,11.2,14.6,44.1,9.4,28.4,0.7,2,3,9.1,0,0,0,0,20.8,63,1.2,3.6,4.3,33,86.4,60710,0,0,8,24.3,29,87.9,1.7,4.6,65335,"GUNTER ISD"
"'091917041","GUNTER MIDDLE",0,0,28,0,0,0.8,2.8,8,8,0,0,0,27.2,97.2,1,0,0.9,3.2,103421,2.8,11.7,42944,2.9,12.1,50415,5,20.5,55143,8.2,33.8,60270,3.3,13.7,67862,2,8.2,70400,0,0,17.9,73.6,0,0,0,0,0,0,12.3,18.4,75.7,0.1,0.6,0,0,0,0,15.3,5.9,24.3,5.4,22.3,1,4.1,0,0,0,0,0,0,22.4,92.2,1.7,7.2,6.1,24.3,86.9,57880,0,0,0,0,24.3,100,2,7.1,66869,"GUNTER ISD"
"'091917101","GUNTER EL",2,5.3,38,0,0,6.2,16.2,1,1,0,0,0,31.8,83.8,1,0,1,2.6,85000,0,0,.,4.4,15.6,51101,8,28.1,53719,10,35.2,59920,5,17.6,67770,1,3.5,69950,0,0,19.4,68.4,0,0,0,0,0,0,13,27.4,96.5,0.3,1.2,1,3.5,0,0,14.5,1,3.5,9,31.6,0,0,0,0,0,0,0,0,27.1,95.3,1,3.5,4.9,28.4,74.9,58532,0,0,0,0,27.4,96.5,2.4,6.3,65521,"GUNTER ISD"
"'091918001","TOM BEAN H S",0.8,2.8,27.1,0,0,3,11.1,10,7,0,0,0,24.1,88.9,0,0,2,7.4,106088,3.8,17.2,39819,1.8,8,47501,5.5,25.1,56784,6.5,29.4,63900,2.5,11.3,70819,2,9.1,63600,0,0,16.2,73.4,0,0,0,0,0,0,12,8.3,37.4,0,0,0.8,3.4,0,0,9.5,13.8,62.6,4.9,22.1,0,0,0,0,1,4.5,0,0,14.4,65.3,0.9,4,2.9,22.1,81.5,57426,0,0,6.8,30.7,21.3,96.6,0,0,.,"TOM BEAN ISD"
"'091918041","TOM BEAN MIDDLE",2.2,11.8,19.1,0,0,3.9,20.7,1,1,0,0,0,15.1,79.3,0,0,1,5.2,91000,4.9,34.9,46905,2.2,15.9,52554,1.4,10.2,57860,3.5,24.8,61794,2,14.2,65774,0,0,.,0,0,9.3,65.6,0,0,1,7.1,0,0,8.1,11.5,81.3,0.1,1,1.2,8.8,0,0,9.6,2.6,18.7,4.9,34.4,0,0,0,0,0,0,0,0,12.1,85.7,0.8,6,4.5,14.1,74.1,55286,0,0,1,7.4,11.9,84.1,0,0,.,"TOM BEAN ISD"
"'091918101","TOM BEAN EL",0,0,33,0,0,5,15.2,14,14,0,0,0,28,84.8,1,0,1,3,80233,4,16,44318,4,16,45798,5,20,52560,4,16,57884,5,20,61401,3,12,61267,0,0,20,80,0,0,0,0,0,0,13.4,22,88,0,0,0,0,0,0,12.7,3,12,5,20,0,0,0,0,0,0,0,0,22.8,91,2.2,9,9.2,25,75.8,53824,0,0,0,0,25,100,2,6.1,91939,"TOM BEAN ISD"
"'092801001","DAN CHADWICK CAMPUS",2,13.9,14.4,0,0,0,0,8,5,0,0,0,14.4,100,0,0,1.1,7.5,122123,2,16.2,40707,2,16.2,33000,0,0,.,3,24.3,57573,4.5,36.5,63755,0.8,6.7,204001,0,0,5,40.6,0,0,0,0,0,0,15.4,6.5,52.7,0,0,1,8.1,0,0,11,5.8,47.3,5.3,43.2,2,16.2,0,0,0,0,0,0,8.9,72.4,0,0,5.9,12.3,85.5,62924,0,0,3.4,27.6,11.3,91.9,1,6.9,63000,"EAST TEXAS CHARTER SCHOOLS"
"'092901001","GLADEWATER H S",18.3,29.8,61.6,0,1,11.6,18.8,1,1,8.5,8,0,50,81.2,2,0,2.2,3.6,82875,4,9.4,48793,3,7.1,41883,12.4,29.3,50765,11.9,28.1,65165,7.4,17.5,68333,3.6,8.5,64645,1,2.4,33.6,79.3,0,0,8,18.9,0,0,15.1,21.5,50.8,0,0,2.6,6.2,0,0,10.8,20.9,49.2,8.8,20.7,0,0,1.7,4,0,0,0,0,30,70.8,3.5,8.4,6.9,42.4,68.8,58257,1,2.4,7.1,16.8,29.7,70.2,5.4,8.7,61375,"GLADEWATER ISD"
"'092901042","GLADEWATER MIDDLE",8.1,19.4,41.9,0,0,8,19.1,1,1,2,2,0,33.9,80.9,1,0,2,4.8,87556,3,10.8,40450,5,17.9,43830,4.6,16.4,54038,8.6,30.9,53979,4.9,17.7,61347,1.8,6.4,62198,0,0,24.8,88.8,0,0,5.8,20.6,0,0,15.3,20.1,71.9,0,0,1.4,4.9,0,0,14.3,7.8,28.1,3.1,11.2,0,0,0,0,0,0,0,0,25,89.7,2.9,10.3,6.9,27.9,66.6,52546,0,0,0,0,20.8,74.5,4,9.5,68619,"GLADEWATER ISD"
"'092901102","GLADEWATER PRI",10.9,20.2,54.1,0,0,15.8,29.2,4,4,0,0,0,38.3,70.8,1,0,1,1.8,79625,3,9,43983,8.8,26.5,44224,3,9,47705,11.9,35.7,52605,4.8,14.4,61425,1.8,5.4,60951,0,0,26.5,79.6,0.1,0.2,4,12,8.8,26.5,12.5,32.3,97,0,0,3,9,0,0,11,1,3,6.8,20.4,0,0,0,0,0,0,0,0,23.6,70.8,0.8,2.5,5.5,33.3,61.6,50899,1,3,0,0,25.3,76,4,7.4,60447,"GLADEWATER ISD"
"'092901105","WELDON EL",15,27.5,54.6,1,0,10.9,20,10,10,4,4,0,43.7,80,1,0,2,3.7,77463,2,5.3,40450,16,42.5,43243,3,8,46067,8.3,22.1,53591,5.3,14.1,57294,3,8,61117,0,0,30.7,81.4,0,0,6,15.9,0,0,11.4,33.7,89.4,0,0,5,13.3,0,0,14,4,10.6,7,18.6,0,0,0,0,0,0,0,0,35.4,94,2.3,6,5.8,37.7,69,49023,0,0,0,0,26.7,70.8,4,7.3,49710,"GLADEWATER ISD"
"'092902002","KILGORE H S",29.4,24.6,119.5,1,0,14.5,12.1,12,12,10.3,10.3,0,105,87.9,3,1,5,4.2,87777,5.1,6.2,48771,20.4,24.6,47984,11.4,13.7,48144,21.8,26.3,59562,14.7,17.8,66519,9.4,11.3,63066,0,0,62.6,75.6,0,0,6.4,7.7,4.6,5.5,14.4,43.7,52.8,0,0,7.4,9,1,1.2,14,39.2,47.2,17.5,21.2,2.7,3.3,8.1,9.7,0,0,0,0,41.3,49.9,9.6,11.6,8.2,82.9,69.4,56108,0,0,19.3,23.3,68,82.1,17.1,14.3,59171,"KILGORE ISD"
"'092902042","KILGORE MIDDLE",16.9,21.9,77.1,0,0,8,10.4,1,1,6,6,0,69.1,89.6,2,0,4.3,5.5,64497,5.8,11,43521,18,34.2,45675,11.8,22.3,50251,6.8,12.9,58413,8.6,16.3,62661,1.7,3.3,69024,0,0,40.1,76,0,0,7.8,14.8,0,0,10,43.7,82.8,4.3,8.2,1.7,3.3,0,0,16.8,9.1,17.2,9.7,18.4,3,5.7,0,0,0,0,0,0,39.1,74,8,15.1,5.6,52.8,68.5,51640,2,3.8,1.5,2.8,41.3,78.2,12,15.6,55035,"KILGORE ISD"
"'092902101","CHANDLER EL",18.2,26.9,67.5,0,0,15,22.2,7,7,5,4,0,52.5,77.8,2,1,2,3,72145,5.8,13,44632,13,29.1,46623,4,9,49368,12,26.9,58081,9.8,22,58191,0,0,.,0,0,41.6,93.3,9,20.1,2.3,5.2,3.3,7.5,11,42.6,95.5,0.5,1.1,7,15.7,0,0,11.8,2,4.5,3,6.7,0,0,0,0,0,0,0,0,25.7,57.5,6.2,13.8,7.4,44.6,66.1,52242,1,2.2,0,0,34.3,76.8,5.9,8.7,61190,"KILGORE ISD"
"'092902106","KILGORE PRI",33.2,39.3,84.4,0,0,23.8,28.1,4,4,3.5,3.5,0,60.7,71.9,0,1,3,3.6,67153,4,7.6,43800,6,11.5,46358,10,19.1,49558,22.7,43.4,54466,8.6,16.5,55799,1,1.9,31188,0,0,44.4,84.7,16.7,31.8,6.3,12.1,9.7,18.5,13.4,49.4,94.3,0,0,13,24.8,0,0,12.6,3,5.7,8,15.3,0,0,0,0,0,0,0,0,21.3,40.7,4.7,9,9.2,52.4,62,51559,0,0,0,0,33,63.1,5.3,6.3,64134,"KILGORE ISD"
"'092902107","KILGORE INT",17.5,26.6,65.8,0,0,14.8,22.5,10,10,7,7,0,51,77.5,1,1,2,3,77196,2,4.6,46760,16,36.8,48153,6.7,15.3,52997,11,25.3,57984,6.8,15.7,61568,1,2.3,63600,0,0,40.8,93.8,2.2,5.2,5.3,12.3,2.3,5.4,11.1,38.5,88.5,0.5,1.1,6,13.8,0,0,13.4,5,11.5,2.7,6.2,0,0,0,0,0,0,0,0,32.5,74.7,5.9,13.6,8.2,43.5,66.1,53780,0,0,0,0,32.2,74,5.5,8.3,60549,"KILGORE ISD"
"'092903001","LONGVIEW H S",88.2,43.6,202.5,0,1,13,6.4,18,16,10.8,8.8,0,189.5,93.6,7,0,9.8,4.9,93246,22.6,14.8,53667,36.2,23.6,51402,25.8,16.9,54741,34,22.2,58998,23.7,15.5,63404,10.9,7.1,70654,2,1.3,99.5,65,2,1.3,44.8,29.2,4.9,3.2,12.3,75.8,49.5,0,0,12.3,8.1,0,0,14.2,77.3,50.5,35.8,23.4,14.8,9.7,36.2,23.7,3,2,1,0.7,58.5,38.2,14.5,9.5,6.5,153.1,75.6,57204,2,1.3,36.9,24.1,91,59.4,26.6,13.1,68015,"LONGVIEW ISD"
